id,predict
696,50.28535
697,76.442825
698,1129.5352
699,153.33644
700,507.24094
701,32.232174
702,191.46997
703,187.52307
704,257.50418
705,1079.7743
706,22.106272
707,-8.666828
708,856.4347
709,21.69833
710,195.60954
711,13.617451
712,219.23213
713,21.852215
714,778.9958
715,708.0293
716,897.5458
717,7.072033
718,1198.7513
719,380.47232
720,383.17786
721,61.974552
722,-0.34170538
723,913.0172
724,17.975527
725,479.84586
726,440.73834
727,172.12315
728,2023.8862
729,887.8653
730,8.822828
731,1157.1825
732,65.02152
733,297.3404
734,604.8039
735,21.241425
736,136.03918
737,761.114
738,870.4252
739,8.58378
740,332.52142
741,101.61562
742,24.339336
743,201.24289
744,212.10483
745,245.60237
746,151.82484
747,16.817497
748,121.13142
749,740.1857
750,11.025832
751,160.02763
752,94.01119
753,17.093916
754,34.27284
755,19.260216
756,126.724144
757,887.567
758,7.485505
759,34.333958
760,395.00958
761,24.116158
762,253.4609
763,356.14682
764,24.60129
765,334.52814
766,578.9448
767,-5.159291
768,33.87907
769,212.57036
770,28.663303
771,46.57329
772,21.993217
773,25.776424
774,652.90234
775,835.5279
776,614.5682
777,58.246593
778,1231.1582
779,54.19051
780,18.890366
781,24.094032
782,509.05756
783,1077.1844
784,155.15753
785,-0.5954285
786,1091.0748
787,657.146
788,878.6141
789,1019.4384
790,69.07015
791,27.229616
792,2064.1636
793,930.74097
794,1178.3342
795,98.25927
796,178.98103
797,859.0957
798,75.71556
799,129.49242
800,211.95882
801,58.63397
802,22.914694
803,885.8736
804,482.0927
805,17.322662
806,-3.0499
807,448.36505
808,163.3416
809,968.29126
810,762.94135
811,492.22256
812,21.492916
813,9.464339
814,216.7103
815,159.80167
816,1022.1566
817,665.70276
818,619.60815
819,1.6693877
820,1228.3899
821,929.8513
822,23.280338
823,1125.7935
824,599.315
825,522.0747
826,956.9172
827,1319.0776
828,654.99884
829,18.527546
830,56.21083
831,177.59232
832,128.74823
833,997.89355
834,200.16339
835,1446.4165
836,1393.7643
837,51.876728
838,29.05555
839,52.53118
840,264.9064
841,425.59094
842,16.229252
843,235.07503
844,274.77173
845,151.58987
846,454.71255
847,1485.3829
848,853.48285
849,1132.935
850,58.46275
851,1378.6313
852,178.8278
853,125.08623
854,866.77386
855,1001.29913
856,224.77196
857,62.776978
858,868.34644
859,1090.5104
860,47.126003
861,926.1827
862,52.763283
863,25.141056
864,1548.9221
865,969.2556
866,285.53098
867,1266.6696
868,-36.27988
869,911.4589
870,583.22076
871,16.876413
872,69.15824
873,440.67606
874,1162.0717
875,532.8487
876,163.11598
877,1171.6467
878,259.27112
879,1237.8909
880,644.43427
881,1411.2332
882,223.23447
883,39.14929
884,11.24741
885,81.35757
886,39.581253
887,120.73501
888,783.4403
889,143.19965
890,319.27246
891,550.8888
892,23.083466
893,3.576068
894,34.304485
895,524.09973
896,266.12408
897,49.596405
898,-11.011492
899,-21.529232
900,123.59906
901,1582.544
902,902.69476
903,45.20339
904,-2.1338763
905,954.5204
906,60.30028
907,636.61475
908,826.4478
909,185.00833
910,182.84315
911,1082.2783
912,204.98448
913,128.51343
914,198.27522
915,799.89325
916,-7.0014954
917,1450.4907
918,1466.8901
919,577.7334
920,14.012813
921,201.24713
922,657.4021
923,1077.1975
924,982.1175
925,808.802
926,653.30176
927,197.38722
928,154.90924
929,705.10394
930,887.76495
931,1245.2854
932,40.99148
933,1123.1855
934,1.4246348
935,1530.3809
936,991.1519
937,1040.8442
938,22.852945
939,257.1464
940,63.610584
941,26.293573
942,1280.3756
943,936.496
944,94.588455
945,318.78146
946,-23.464382
947,38.364277
948,18.077267
949,23.601484
950,924.822
951,1028.5627
952,1070.457
953,389.98618
954,188.30537
955,25.61641
956,1515.1954
957,269.60178
958,7.830545
959,213.45776
960,68.919334
961,594.67523
962,183.61813
963,18.72261
964,190.69862
965,425.39154
966,16.584608
967,1131.9202
968,598.7218
969,7.5398827
970,678.8989
971,1007.4808
972,615.8801
973,1312.4604
974,-3.1542134
975,903.79504
976,206.77928
977,928.48883
978,231.3085
979,1601.2058
980,2.088951
981,22.358337
982,552.1668
983,366.17102
984,28.12585
985,94.39298
986,942.62744
987,6.909508
988,1987.2878
989,0.9094228
990,738.325
991,929.6981
992,533.40076
993,1086.065
994,30.730637
995,1.9436377
996,15.879086
997,759.31525
998,143.3078
999,668.8328
1000,-14.9778385
1001,3.5414066
1002,200.18233
1003,136.30576
1004,45.716
1005,1027.6077
1006,1514.8643
1007,75.5324
1008,27.100088
1009,16.493544
1010,20.876568
1011,237.52277
1012,871.2238
1013,35.6092
1014,46.374187
1015,58.425045
1016,382.73007
1017,71.52297
1018,16.311064
1019,178.5322
1020,122.0477
1021,392.7881
1022,1137.5942
1023,33.697655
1024,231.71782
1025,42.153656
1026,557.6905
1027,1167.7778
1028,180.53929
1029,17.830698
1030,3.9759712
1031,56.92225
1032,60.628777
1033,34.2914
1034,1370.1948
1035,81.76463
1036,138.28831
1037,32.351837
1038,1085.9546
1039,291.11957
1040,19.03289
1041,954.0759
1042,916.53375
1043,38.70858
1044,8.28293
1045,967.1219
1046,669.6275
1047,8.985794
1048,1070.0309
1049,60.470837
1050,-16.76052
1051,1090.0697
1052,10.049633
1053,17.894556
1054,16.055147
1055,744.364
1056,1179.0062
1057,58.76574
1058,1222.4752
1059,26.432632
1060,1070.1295
1061,22.43261
1062,759.711
1063,221.48917
1064,24.404158
1065,4.7831
1066,27.719646
1067,628.68634
1068,618.3909
1069,835.65533
1070,191.73732
1071,11.825106
1072,1777.4504
1073,33.350815
1074,822.2024
1075,36.455822
1076,956.83716
1077,553.06573
1078,596.7163
1079,8.759081
1080,124.1831
1081,1347.0096
1082,963.1081
1083,11.9916
1084,1213.4586
1085,47.23504
1086,81.43141
1087,972.73816
1088,32.006176
1089,542.5697
1090,318.30124
1091,129.42947
1092,1198.6415
1093,71.538734
1094,40.544346
1095,145.8177
1096,8.615383
1097,43.949234
1098,1420.4711
1099,1905.8407
1100,940.829
1101,1217.8035
1102,5.225781
1103,114.55141
1104,1612.6909
1105,64.88229
1106,0.40871805
1107,86.8982
1108,1022.8609
1109,219.91817
1110,1280.3411
1111,199.16518
1112,342.63318
1113,837.25385
1114,6.300332
1115,14.78791
1116,557.1785
1117,540.7184
1118,1406.3217
1119,14.433029
1120,242.69444
1121,3.4123106
1122,1822.4734
1123,195.6449
1124,116.71627
1125,1166.2383
1126,728.96344
1127,189.60887
1128,11.100921
1129,18.82924
1130,2.9181614
1131,1101.9249
1132,1089.9856
1133,94.593735
1134,192.52795
1135,953.29614
1136,68.3585
1137,36.83522
1138,1891.4674
1139,442.22708
1140,70.22674
1141,131.25435
1142,200.42673
1143,251.15234
1144,463.3536
1145,18.143198
1146,220.22906
1147,1141.5973
1148,26.268051
1149,51.591373
1150,360.99384
1151,68.111435
1152,67.39997
1153,851.9073
1154,17.76874
1155,881.98096
1156,407.94287
1157,101.92388
1158,169.72748
1159,100.55932
1160,313.10165
1161,351.60782
1162,5.8587093
1163,899.76385
1164,5.9314275
1165,640.0959
1166,349.20435
1167,26.189564
1168,77.78826
1169,552.2496
1170,116.54452
1171,1111.2471
1172,88.811
1173,27.003323
1174,178.16525
1175,322.87466
1176,957.8084
1177,3.555009
1178,127.04168
1179,19.364285
1180,12.874058
1181,1522.59
1182,5.9361477
1183,777.7195
1184,692.423
1185,1119.1597
1186,1206.4536
1187,31.802055
1188,386.61926
1189,27.77675
1190,282.3102
1191,24.31403
1192,1241.052
1193,2.9935415
1194,90.74336
1195,9.905225
1196,599.22626
1197,31.639088
1198,57.42363
1199,401.27805
1200,537.465
1201,231.19829
1202,360.13605
1203,34.957737
1204,21.569818
1205,355.6466
1206,709.7939
1207,1176.2267
1208,20.173923
1209,205.87679
1210,1899.7623
1211,926.14453
1212,39.935116
1213,14.189295
1214,1082.08
1215,389.69507
1216,615.2781
1217,1236.6527
1218,1429.117
1219,1085.9702
1220,1311.0155
1221,12.801554
1222,1835.0769
1223,67.36582
1224,378.5154
1225,282.79846
1226,32.59876
1227,1501.0121
1228,81.07876
1229,12.041683
1230,265.32745
1231,971.26385
1232,556.18835
1233,1023.58307
1234,16.289581
1235,1912.8671
1236,75.065636
1237,34.544537
1238,116.714005
1239,2.110815
1240,7.6552606
1241,1190.2499
1242,12.325741
1243,22.803585
1244,177.63867
1245,1579.1981
1246,1270.5133
1247,961.2004
1248,-45.682827
1249,50.449944
1250,26.699335
1251,379.97726
1252,15.069032
1253,590.8815
1254,12.117752
1255,24.858635
1256,219.9092
1257,1633.7461
1258,14.56538
1259,29.608067
1260,56.02153
1261,1130.596
1262,44.45615
1263,15.907026
1264,1132.7151
1265,4.424553
1266,472.07388
1267,96.569145
1268,844.4548
1269,607.7439
1270,1482.801
1271,13.307154
1272,12.429483
1273,980.71716
1274,1035.4163
1275,718.5094
1276,1223.6052
1277,904.6915
1278,-21.906494
1279,1627.2046
1280,266.83096
1281,445.6223
1282,56.42866
1283,6.7558594
1284,70.40132
1285,23.746185
1286,890.11865
1287,19.677715
1288,523.65814
1289,588.96173
1290,18.97868
1291,582.6225
1292,41.796185
1293,210.8551
1294,57.883713
1295,215.88069
1296,20.250378
1297,6.909231
1298,587.5409
1299,11.151683
1300,63.723545
1301,18.841005
1302,727.05316
1303,638.4773
1304,63.390694
1305,1963.1201
1306,560.513
1307,1455.4071
1308,974.5049
1309,20.298424
1310,1086.694
1311,185.34395
1312,33.88066
1313,465.97684
1314,447.64062
1315,26.668745
1316,919.2496
1317,309.44394
1318,200.80824
1319,103.205154
1320,1008.7101
1321,55.580986
1322,596.1376
1323,59.791157
1324,1181.38
1325,0.8512582
1326,1181.2856
1327,197.24252
1328,36.496098
1329,647.6622
1330,46.973675
1331,609.5395
1332,1044.9827
1333,59.962673
1334,24.658848
1335,187.76283
1336,772.9174
1337,967.1405
1338,270.4722
1339,1825.8589
1340,216.18321
1341,398.22046
1342,50.36729
1343,210.57434
1344,33.671402
1345,1561.2493
1346,13.096514
1347,277.2659
1348,197.31508
1349,635.2741
1350,12.000502
1351,568.94
1352,1283.4788
1353,209.0103
1354,959.51074
1355,181.25748
1356,12.686806
1357,538.92584
1358,1378.8932
1359,66.76555
1360,628.5359
1361,4.3215065
1362,965.11804
1363,570.9216
1364,1037.0033
1365,544.63666
1366,176.63531
1367,314.6299
1368,-94.82438
1369,625.80145
1370,19.652721
1371,1022.27563
1372,5.6624603
1373,502.7077
1374,284.64514
1375,25.077599
1376,1133.9948
1377,318.3766
1378,45.191673
1379,-8.666349
1380,118.872246
1381,238.45505
1382,798.0412
1383,33.60865
1384,62.76279
1385,19.636734
1386,1375.905
1387,192.86916
1388,27.273968
1389,14.351779
1390,60.91533
1391,101.860275
1392,220.92827
1393,202.51422
1394,71.41762
1395,785.6792
1396,38.726124
1397,10.869362
1398,38.734394
1399,1359.6737
1400,717.1913
1401,52.979553
1402,1.3391188
1403,211.72296
1404,373.09793
1405,790.4834
1406,131.70038
1407,1736.3824
1408,22.580639
1409,597.9062
1410,1483.4517
1411,6.6877356
1412,333.81445
1413,65.513725
1414,685.3979
1415,187.0655
1416,604.20374
1417,1087.1652
1418,958.8877
1419,884.6526
1420,956.1327
1421,373.17596
1422,1230.8219
1423,23.488033
1424,165.64247
1425,69.53802
1426,34.332966
1427,153.31256
1428,32.43877
1429,1032.8577
1430,345.7211
1431,874.1408
1432,1632.3584
1433,626.6434
1434,663.5063
1435,69.73274
1436,716.54
1437,322.70764
1438,33.987442
1439,47.574833
1440,80.3664
1441,1062.8763
1442,1357.4004
1443,1155.3508
1444,26.179695
1445,1207.542
1446,285.82205
1447,372.12335
1448,17.936228
1449,891.67145
1450,17.598642
1451,192.84174
1452,12.954733
1453,30.054815
1454,258.8442
1455,925.6547
1456,48.43402
1457,591.16925
1458,144.85469
1459,440.06268
1460,17.560669
1461,214.43849
1462,932.15466
1463,26.173584
1464,75.03591
1465,45.944317
1466,621.1846
1467,19.055223
1468,912.9232
1469,655.92035
1470,230.51012
1471,151.4163
1472,241.51949
1473,61.898808
1474,1089.9799
1475,720.5332
1476,48.879322
1477,454.63458
1478,39.146835
1479,147.07092
1480,223.67648
1481,1004.99146
1482,29.98472
1483,17.774424
1484,1566.5188
1485,557.94525
1486,706.2443
1487,67.87762
1488,59.02068
1489,42.42063
1490,16.696453
1491,54.205025
1492,33.92356
1493,-9.565453
1494,290.82306
1495,94.17955
1496,540.7964
1497,90.643265
1498,657.0278
1499,331.37308
1500,84.88938
1501,63.931896
1502,124.56107
1503,871.8515
1504,-4.530651
1505,21.956078
1506,256.57916
1507,31.114141
1508,303.3754
1509,654.5253
1510,663.18414
1511,1526.4817
1512,61.73281
1513,12.986904
1514,234.5088
1515,9.398316
1516,331.71384
1517,1184.2379
1518,1084.5554
1519,6.7751503
1520,32.636173
1521,70.47414
1522,14.951992
1523,618.66187
1524,339.27768
1525,1070.8383
1526,878.675
1527,293.90103
1528,910.73694
1529,126.34821
1530,8.401844
1531,58.304356
1532,58.784008
1533,1.5191723
1534,306.08557
1535,82.35473
1536,598.6609
1537,523.576
1538,16.18396
1539,520.4959
1540,1069.5105
1541,863.2048
1542,43.721554
1543,709.56384
1544,43.258457
1545,27.874485
1546,471.46133
1547,50.130733
1548,416.0734
1549,714.4849
1550,860.9197
1551,4.6018333
1552,47.90318
1553,2006.9015
1554,1195.8904
1555,41.37308
1556,724.20514
1557,13.093563
1558,1825.362
1559,1.1522154
1560,157.48251
1561,26.651373
1562,1149.8674
1563,3.0231133
1564,1075.6974
1565,13.400995
1566,339.60156
1567,313.92587
1568,1245.5343
1569,928.01154
1570,137.8742
1571,554.20905
1572,183.5546
1573,70.71383
1574,32.098175
1575,25.25942
1576,132.67241
1577,1123.9185
1578,19.362597
1579,1.3968772
1580,62.25348
1581,929.4936
1582,16.463083
1583,1253.8425
1584,26.259426
1585,60.219955
1586,48.54034
1587,145.15334
1588,107.381966
1589,37.12484
1590,866.27356
1591,208.72688
1592,53.692726
1593,902.5743
1594,631.4558
1595,38.945454
1596,68.93792
1597,1073.0497
1598,60.691135
1599,459.25995
1600,682.1833
1601,60.66305
1602,989.15515
1603,15.319828
1604,456.70306
1605,839.3415
1606,382.65897
1607,866.663
1608,1057.563
1609,55.925312
1610,100.03704
1611,210.34569
1612,266.52405
1613,1418.3888
1614,207.606
1615,16.554031
1616,86.24343
1617,218.88522
1618,702.0986
1619,91.570564
1620,1204.3759
1621,53.37305
1622,28.645468
1623,387.4922
1624,264.69595
1625,878.64294
1626,-4.199707
1627,595.0041
1628,106.21324
1629,302.87424
1630,936.7487
1631,27.983387
1632,-42.346798
1633,54.445415
1634,993.8173
1635,1097.0354
1636,89.21542
1637,70.68861
1638,25.940144
1639,1641.5273
1640,603.1951
1641,18.316998
1642,19.75292
1643,115.047966
1644,906.0283
1645,303.48193
1646,48.83143
1647,94.67873
1648,876.68555
1649,1064.827
1650,1062.5228
1651,-3.4325428
1652,246.65935
1653,715.2239
1654,1537.7677
1655,17.582987
1656,55.55878
1657,1452.7098
1658,61.489986
1659,468.717
1660,323.85025
1661,109.966225
1662,648.27545
1663,17.45093
1664,196.78772
1665,39.093365
1666,18.281612
1667,291.83743
1668,714.3108
1669,806.21655
1670,432.0524
1671,1013.88574
1672,5.245989
1673,296.38626
1674,1042.621
1675,972.8034
1676,111.67465
1677,44.228657
1678,659.07935
1679,104.39748
1680,192.73782
1681,753.1355
1682,177.9021
1683,8.051201
1684,151.58145
1685,141.73468
1686,1253.3982
1687,755.42957
1688,47.24135
1689,155.18521
1690,476.90842
1691,27.692719
1692,23.986656
1693,886.1506
1694,21.397976
1695,10.082386
1696,45.631046
1697,19.177414
1698,872.5588
1699,-9.220905
1700,140.50446
1701,761.3887
1702,293.96017
1703,139.70746
1704,90.442924
1705,1748.0255
1706,43.76388
1707,9.923836
1708,-35.97886
1709,81.2689
1710,12.173243
1711,839.5734
1712,154.12059
1713,23.333385
1714,905.0998
1715,60.60143
1716,40.176937
1717,22.17015
1718,37.275486
1719,1105.4951
1720,703.09607
1721,37.111336
1722,563.56757
1723,89.32375
1724,27.354189
1725,859.56433
1726,226.2155
1727,1161.9592
1728,73.55183
1729,22.099377
1730,150.10281
1731,783.4936
1732,338.27216
1733,889.3314
1734,383.90222
1735,1097.3494
1736,637.04865
1737,-42.147488
1738,11.072997
1739,866.1039
1740,16.083288
1741,1448.6794
1742,53.13889
1743,1009.6325
1744,11.723856
1745,306.10202
1746,177.65921
1747,50.359474
1748,1166.31
1749,272.5595
1750,1064.6649
1751,39.51891
1752,1776.4395
1753,28.5074
1754,470.0007
1755,311.54254
1756,167.2004
1757,543.77905
1758,93.371025
1759,1433.8771
1760,-2.2457676
1761,925.1744
1762,55.757214
1763,1324.4288
1764,171.75102
1765,551.6589
1766,512.0861
1767,7.842497
1768,237.88388
1769,114.210144
1770,3.1423206
1771,48.368275
1772,934.4723
1773,358.91946
1774,10.006875
1775,-5.598869
1776,287.25165
1777,45.935432
1778,574.048
1779,8.866965
1780,24.661999
1781,1934.0428
1782,130.49666
1783,26.763077
1784,43.439697
1785,26.599014
1786,26.138702
1787,1086.2612
1788,9.050518
1789,22.903452
1790,18.65634
1791,17.529205
1792,-7.485024
1793,587.1802
1794,178.3614
1795,368.20288
1796,612.5
1797,26.566658
1798,53.785145
1799,-19.334702
1800,104.55597
1801,972.7168
1802,73.207695
1803,80.58406
1804,53.147224
1805,23.369608
1806,1392.427
1807,2.6278954
1808,582.1966
1809,15.147802
1810,200.21596
1811,2.8933945
1812,25.451355
1813,47.72761
1814,22.254475
1815,29.762093
1816,4.819967
1817,353.7004
1818,259.854
1819,545.9082
1820,882.162
1821,780.65326
1822,599.07806
1823,50.47888
1824,557.4471
1825,11.878874
1826,569.1052
1827,766.94836
1828,110.439125
1829,17.162815
1830,178.53253
1831,1197.3829
