ID,company,model,year,transmission,mileage,fueltype,tax,mpg,engineSize,price
102,4, Yaris,2019,1,3049,4,145,47.9,1.5,12401
103,3, Q5,2019,3,28,4,145,32.1,2.0,35998
104,3, A1,2019,1,7694,4,150,50.4,1.0,18611
105,0, X3,2019,3,6724,4,150,30.4,2.0,31800
106,0, 3 Series,2016,1,30937,0,30,64.2,2.0,14000
107,2, Fiesta,2016,1,33383,4,125,54.3,1.2,7495
108,2, Focus,2018,1,13518,4,145,57.7,1.0,13195
109,4, Prius,2017,0,17681,2,135,235.0,1.8,20998
110,0, X1,2019,3,5845,0,145,50.4,2.0,27980
111,2, Fiesta,2018,1,9000,4,145,58.9,1.0,14995
112,0, 5 Series,2018,0,9621,0,145,68.9,2.0,23200
113,2, Mondeo,2016,3,25100,0,125,57.7,2.0,15000
114,3, RS6,2015,3,20982,4,325,29.4,4.0,46000
115,0, 1 Series,2017,1,13472,0,145,65.7,2.0,14995
116,3, A3,2018,1,28950,4,145,60.1,1.0,16950
117,2, Focus,2018,1,25065,0,145,67.3,2.0,17499
118,0, 5 Series,2019,3,10,0,145,53.3,3.0,36875
119,4, RAV4,2017,0,25714,4,145,43.5,2.0,20182
120,0, 5 Series,2019,0,14522,0,145,62.8,2.0,38450
121,3, A6,2017,3,12806,0,145,64.2,2.0,20498
122,4, Yaris,2015,0,50033,2,0,86.0,1.5,9995
123,4, Yaris,2016,1,38567,4,30,58.0,1.3,7449
124,3, Q3,2020,1,1500,4,145,40.4,1.5,33888
125,0, 3 Series,2019,3,18526,0,145,48.7,2.0,26498
126,1, I10,2017,1,18610,4,145,57.7,1.2,7169
127,4, RAV4,2015,1,60148,0,125,57.6,2.0,9547
128,3, A1,2017,1,12541,4,145,67.3,1.0,11990
129,3, Q5,2018,3,18818,0,145,56.5,2.0,26295
130,2, Fiesta,2019,1,3969,4,145,40.3,1.5,18450
131,2, Focus,2017,1,31350,0,145,74.3,1.5,10500
132,2, Focus,2016,1,38532,0,20,67.3,2.0,13999
133,3, A4,2016,1,35706,4,125,49.6,2.0,16862
134,3, TT,2020,1,905,4,145,34.9,2.0,33888
135,2, Fiesta,2018,1,8565,4,145,55.4,1.1,10895
136,2, Focus,2019,0,5998,0,145,64.2,2.0,21925
137,3, A3,2018,1,22383,4,150,60.1,1.0,15000
138,3, A4,2018,3,35455,4,150,38.7,3.0,27000
139,1, I20,2014,1,22614,4,30,57.6,1.2,5499
140,3, A5,2019,3,8053,0,150,44.8,2.0,33499
141,1, I800,2018,1,38520,0,145,28.0,2.5,15998
142,1, Santa Fe,2019,3,6402,0,145,42.8,2.2,30491
143,0, 2 Series,2019,0,1247,0,145,68.9,2.0,22995
144,2, Fiesta,2017,1,11544,4,145,65.7,1.0,10598
145,1, I10,2019,1,1222,4,145,49.6,1.0,8990
146,3, A4,2018,0,6541,0,145,65.7,2.0,23991
147,2, Fiesta,2018,1,3362,4,150,65.7,1.0,11500
148,0, 1 Series,2013,1,29000,0,120,58.9,2.0,7500
149,0, 5 Series,2017,3,20033,0,150,65.7,2.0,22998
150,2, Fiesta,2018,1,20465,4,145,65.7,1.0,10800
151,3, A3,2017,1,14930,0,150,62.8,2.0,20000
152,0, X3,2019,3,5904,4,145,30.4,2.0,35995
153,2, Fiesta,2014,1,34922,4,145,47.9,1.6,11000
154,4, Yaris,2016,1,19176,4,30,55.0,1.3,9499
155,2, Fiesta,2016,1,16158,4,125,54.3,1.2,8100
156,4, Yaris,2016,1,8484,4,0,66.0,1.0,8698
157,2, Fiesta,2016,1,19884,4,0,65.7,1.0,9698
158,4, Auris,2017,0,29054,2,0,78.5,1.8,14995
159,3, A1,2016,1,47776,0,0,76.3,1.6,10250
160,2, Fiesta,2019,1,10969,4,145,55.4,1.0,14499
161,3, A4,2017,1,24505,0,145,72.4,2.0,17499
162,2, Mondeo,2015,1,33455,0,20,68.9,2.0,11000
163,0, 1 Series,2015,1,25640,0,30,62.8,2.0,14498
164,1, I10,2012,1,58205,4,20,61.4,1.2,3695
165,3, Q8,2019,3,4488,0,145,33.6,3.0,48995
166,2, Focus,2019,1,4595,4,145,60.1,1.0,17520
167,0, 3 Series,2013,1,58223,0,20,68.9,2.0,8999
168,4, Auris,2017,0,29353,4,20,61.4,1.2,11995
169,0, 3 Series,2013,1,9276,4,160,44.8,2.0,12822
170,2, Galaxy,2017,3,28613,0,145,52.3,2.0,19840
171,4, Prius,2016,0,31717,2,0,94.1,1.8,16950
172,0, X1,2019,3,9027,0,145,50.4,2.0,26480
173,0, X1,2017,0,32236,0,145,65.7,2.0,18499
174,2, Kuga,2015,1,30466,0,145,54.3,2.0,13695
175,4, Auris,2017,0,48532,2,140,78.5,1.8,12990
176,4, Corolla,2019,0,10420,2,140,85.6,1.8,21495
177,2, Focus,2016,0,58644,0,30,61.4,2.0,13240
178,0, 2 Series,2019,1,100,0,145,61.4,2.0,22650
179,2, Fiesta,2018,3,7490,4,145,48.7,1.0,14499
180,1, Ioniq,2018,0,11333,2,135,78.5,1.6,17700
181,3, Q3,2020,3,1000,4,150,40.4,1.5,30990
182,2, Fiesta,2018,1,6436,4,145,55.4,1.0,14500
183,2, Mondeo,2016,1,63372,0,30,64.2,2.0,9495
184,4, Yaris,2019,1,4344,4,145,47.9,1.5,12495
185,0, 2 Series,2016,1,13267,4,125,52.3,1.5,12699
186,2, Fiesta,2016,1,38830,4,0,65.7,1.0,7250
187,2, C-MAX,2017,1,24543,4,30,55.4,1.0,11199
188,1, Tucson,2016,1,24340,0,125,58.9,2.0,15995
189,4, Yaris,2017,1,30996,4,145,56.5,1.5,9698
190,1, Tucson,2019,3,2812,2,145,50.4,1.6,21380
191,3, Q3,2018,3,21700,4,145,40.4,2.0,23990
192,2, Fiesta,2018,1,17693,4,145,62.8,1.0,10999
193,2, Kuga,2018,1,27750,4,145,45.6,1.5,14995
194,4, Aygo,2019,1,4300,4,145,57.7,1.0,9170
195,4, Yaris,2018,0,2500,2,135,76.3,1.5,13800
196,2, Fiesta,2018,1,15202,4,145,64.2,1.1,9995
197,0, 3 Series,2019,3,1951,0,145,52.3,2.0,28450
198,4, Yaris,2017,0,16089,2,0,86.0,1.5,12290
199,0, 5 Series,2019,3,2269,0,145,51.4,3.0,38050
200,2, Fiesta,2008,1,59500,4,145,47.1,1.2,2350
201,1, IX20,2018,1,18390,4,145,50.4,1.4,10109
202,2, Fiesta,2017,1,21267,4,145,64.2,1.1,8998
203,0, 1 Series,2016,1,25073,0,0,83.1,1.5,11110
204,1, I10,2017,1,32637,4,145,60.1,1.0,6120
205,0, 5 Series,2019,3,1501,4,145,39.2,3.0,39995
206,3, Q3,2017,3,9347,4,145,47.9,1.4,18998
207,2, Fiesta,2017,1,31981,4,150,54.3,1.2,7995
208,2, Kuga,2017,1,33059,0,125,60.1,2.0,13900
209,3, Q5,2019,3,15516,0,145,55.4,2.0,31950
210,0, 1 Series,2014,1,77424,0,30,65.7,2.0,8990
211,2, Focus,2019,1,6955,4,145,60.1,1.0,15380
212,2, Focus,2018,1,32176,4,145,61.4,1.0,10195
213,1, I30,2017,1,35155,0,145,74.3,1.6,9499
214,3, Q3,2018,3,10981,4,145,45.6,1.4,24990
215,0, 2 Series,2016,3,22783,0,30,62.8,2.0,17000
216,0, 3 Series,2015,1,52507,0,125,57.6,2.0,12350
217,1, I10,2015,1,25705,4,20,60.1,1.0,6000
218,2, S-MAX,2016,0,26284,0,145,52.3,2.0,16995
219,4, Yaris,2019,1,7885,4,145,47.9,1.5,10610
220,3, A6,2016,1,20271,0,30,61.4,2.0,17970
221,3, A7,2015,3,55449,0,160,52.3,3.0,22450
222,3, A3,2019,0,354,4,150,34.9,2.0,31450
223,4, RAV4,2016,0,13322,2,20,57.6,2.5,20000
224,2, Focus,2015,1,46668,0,0,74.3,1.5,8498
225,2, Focus,2016,1,32963,0,0,74.3,1.5,9552
226,4, Aygo,2017,1,8434,4,145,69.0,1.0,6890
227,2, Fiesta,2017,1,10228,4,145,64.2,1.1,9350
228,2, Ka+,2019,1,3078,4,145,48.7,1.2,10799
229,3, A3,2016,1,37812,0,125,58.9,2.0,11250
230,2, Ka+,2017,1,15060,4,150,57.7,1.2,7495
231,2, EcoSport,2017,1,16237,4,125,52.3,1.0,11495
232,2, Fiesta,2017,1,29535,4,0,65.7,1.0,9020
233,3, Q2,2019,1,1076,4,145,43.5,0.0,23888
234,4, Yaris,2015,1,41652,4,30,58.0,1.3,7000
235,0, 1 Series,2018,1,13132,4,150,52.3,1.5,17995
236,4, Auris,2014,0,12780,2,0,76.4,1.8,12000
237,2, C-MAX,2015,1,45198,0,20,68.9,1.5,8498
238,0, 1 Series,2017,3,30939,0,30,65.7,2.0,14610
239,2, Kuga,2018,1,20898,0,150,60.1,2.0,17495
240,3, Q5,2015,0,23530,0,200,47.1,2.0,20176
241,0, 1 Series,2019,3,2406,0,145,68.9,1.5,18875
242,2, Focus,2018,1,22749,4,145,60.1,1.0,10700
243,3, A4,2017,1,38331,0,20,68.9,2.0,16380
244,3, Q3,2019,0,4000,4,145,31.4,0.0,32000
245,4, C-HR,2017,0,12000,2,135,74.3,1.8,22995
246,2, Edge,2019,3,22,0,145,37.2,2.0,32000
247,3, A5,2017,0,41000,0,145,62.8,2.0,22990
248,1, Tucson,2017,1,12543,4,145,38.7,1.6,16500
249,0, 5 Series,2016,0,49313,0,125,60.1,2.0,15000
250,2, Mondeo,2016,0,24531,1,0,67.3,2.0,15500
251,2, Fiesta,2018,1,10498,4,145,64.2,1.1,8999
252,2, C-MAX,2017,1,15650,4,145,55.4,1.0,10690
253,2, Fiesta,2016,1,7973,4,0,65.7,1.0,8699
254,2, Grand C-MAX,2017,1,10373,4,145,54.3,1.0,12498
255,2, Fiesta,2019,1,9231,4,145,60.1,1.0,15300
256,3, Q5,2019,3,3409,0,145,39.2,2.0,31266
257,2, Fiesta,2015,1,23764,4,125,54.3,1.2,7498
258,2, Fiesta,2018,1,14024,4,145,62.8,1.0,11800
259,2, Fiesta,2018,1,10235,4,150,65.7,1.0,12000
260,2, Fiesta,2018,1,2729,4,145,58.9,1.0,11500
261,3, A1,2017,1,26791,4,145,67.3,1.0,11295
262,2, C-MAX,2017,1,12812,0,20,68.9,1.5,10291
263,3, A3,2016,1,22288,4,20,60.1,1.0,14700
264,0, 1 Series,2009,1,103000,4,160,46.3,2.0,3995
265,4, Verso,2017,3,19687,4,165,43.5,1.8,16299
266,2, Mondeo,2018,0,26793,0,145,45.6,2.0,14399
267,3, A8,2018,3,11276,0,145,48.7,3.0,41995
268,2, Kuga,2017,1,22814,0,145,54.3,2.0,15998
269,2, Kuga,2019,1,6424,0,145,37.7,2.0,23995
270,4, Yaris,2017,1,13000,4,30,55.0,1.3,10125
271,0, X3,2015,0,33000,0,145,54.3,2.0,20500
272,0, 3 Series,2019,0,7951,4,150,47.9,2.0,23950
273,0, X5,2016,0,20000,4,570,25.4,4.4,40950
274,3, A1,2012,1,46942,0,0,74.3,1.6,7099
275,4, Aygo,2017,1,27268,4,145,69.0,1.0,7298
276,3, A1,2019,3,2246,4,145,44.8,1.5,21811
277,3, A4,2016,3,30697,0,30,67.3,2.0,16999
278,2, Focus,2015,1,43919,4,20,61.4,1.0,7600
279,2, Kuga,2015,1,49393,0,125,60.1,2.0,9800
280,2, Fiesta,2018,1,12523,4,145,65.7,1.0,10691
281,4, Aygo,2019,1,718,4,145,56.5,1.0,9290
282,2, EcoSport,2017,1,29338,4,125,53.3,1.0,8995
283,2, Galaxy,2016,3,17136,0,145,52.3,2.0,19290
284,2, Kuga,2018,1,18670,4,145,39.2,1.5,18890
285,0, 2 Series,2017,0,24170,4,145,53.3,1.5,14600
286,0, 1 Series,2015,1,48000,4,125,50.4,1.6,8490
287,2, Fiesta,2019,1,20707,0,150,55.4,1.5,11185
288,2, Fiesta,2018,1,14126,4,145,65.7,1.0,10700
289,3, A5,2019,0,2383,4,145,39.8,2.0,25800
290,2, Fiesta,2017,1,22173,4,125,54.3,1.2,7540
291,2, Fiesta,2019,1,2790,4,145,58.9,1.0,13000
292,2, Focus,2015,1,78000,0,20,67.3,1.6,5750
293,4, Aygo,2017,1,16044,4,150,69.0,1.0,7295
294,0, 3 Series,2019,3,14572,0,145,48.7,2.0,26998
295,2, Focus,2019,1,1200,4,145,58.9,1.0,14995
296,2, Fiesta,2019,1,5517,4,145,48.7,1.1,12000
297,0, 7 Series,2016,0,30194,0,150,54.3,3.0,26800
298,1, Tucson,2019,1,13076,4,150,34.9,1.6,15790
299,0, 3 Series,2019,0,4393,4,145,48.7,2.0,20147
300,2, Focus,2018,1,26898,4,145,57.7,1.0,11999
301,3, A3,2017,1,31412,4,125,49.6,2.0,16991
302,0, 3 Series,2019,3,11658,0,150,48.7,2.0,27998
303,2, Fiesta,2019,1,8783,4,145,55.4,1.0,14998
304,2, Ka+,2019,1,906,4,145,43.5,1.2,9950
305,1, I30,2019,1,21,4,150,34.0,2.0,23995
306,1, IX20,2016,1,28221,0,30,64.2,1.6,7900
307,4, RAV4,2015,1,56203,0,150,53.0,2.0,12711
308,4, Aygo,2016,1,29906,4,0,69.0,1.0,6990
309,3, A4,2019,0,14875,4,145,38.2,2.0,26570
310,2, Fiesta,2015,1,43441,0,0,88.3,1.5,7160
311,1, Kona,2018,1,10920,4,145,44.1,1.0,14954
312,2, Focus,2019,1,10889,4,145,58.9,1.0,14390
313,0, 3 Series,2017,3,21545,4,150,54.3,1.5,15698
314,2, Focus,2017,1,34000,4,20,60.1,1.0,10750
315,1, I30,2019,1,3303,4,145,41.5,1.4,14998
316,2, Focus,2017,1,45854,4,150,41.5,2.0,16998
317,4, Yaris,2017,1,15054,4,150,56.5,1.5,9988
318,2, Focus,2017,1,35293,0,0,74.3,1.5,9999
319,2, Kuga,2019,1,13476,4,145,35.3,1.5,18800
320,2, Kuga,2017,0,25410,0,145,54.3,2.0,15850
321,2, Focus,2016,1,51552,0,0,74.3,1.5,9250
322,2, Fiesta,2017,1,34216,0,0,88.3,1.5,8691
323,0, 1 Series,2019,1,2985,4,150,44.1,1.5,20980
324,2, Mondeo,2016,0,10969,4,235,38.2,2.0,15393
325,0, 1 Series,2017,3,23000,4,145,39.8,3.0,21995
326,0, X3,2016,0,41000,0,150,54.3,2.0,19995
327,2, Fiesta,2017,1,47095,4,145,65.7,1.0,7995
328,2, Fiesta,2015,1,42031,4,125,54.3,1.2,6590
329,0, 5 Series,2018,0,3001,0,145,53.3,3.0,33995
330,2, Focus,2019,1,10235,4,145,60.1,1.0,15390
331,2, Focus,2018,1,7888,4,145,60.1,1.0,12997
332,3, A4,2016,1,62266,0,20,70.6,2.0,12999
333,0, 4 Series,2017,3,26814,0,145,55.4,3.0,20480
334,2, Fiesta,2018,1,18039,4,145,65.7,1.0,11000
335,2, Fiesta,2018,1,3665,4,145,64.2,1.1,10120
336,2, B-MAX,2017,1,10228,4,30,57.7,1.0,9895
337,4, Aygo,2017,1,19451,4,145,69.0,1.0,7695
338,2, EcoSport,2017,1,23823,4,150,53.3,1.0,9900
339,4, Aygo,2018,1,12880,4,145,68.9,1.0,7995
340,0, 3 Series,2016,3,39239,2,0,134.5,2.0,17498
341,1, IX35,2012,1,119050,0,150,48.7,1.7,5000
342,2, C-MAX,2013,1,67395,4,30,55.4,1.0,5791
343,4, Aygo,2016,1,15086,4,0,69.0,1.0,6999
344,3, Q5,2019,3,2910,4,145,32.1,2.0,38990
345,1, I10,2017,1,13088,4,30,57.7,1.2,7500
346,3, A3,2013,3,38776,4,30,56.5,1.4,14995
347,0, 1 Series,2016,0,17237,4,125,54.3,1.5,15745
348,0, 5 Series,2019,0,677,4,145,50.4,2.0,28495
349,3, A5,2016,3,31901,4,30,53.3,2.0,21111
350,4, C-HR,2018,0,12332,2,135,74.3,1.8,19990
351,2, EcoSport,2019,0,3200,4,145,45.6,1.0,16495
352,3, A5,2019,0,4000,0,145,51.4,2.0,27761
353,0, 7 Series,2017,3,7500,4,150,35.3,4.4,38950
354,2, Ka+,2017,1,11000,4,30,57.7,1.2,8495
355,4, Aygo,2016,1,23971,4,0,69.0,1.0,7130
356,4, C-HR,2018,0,25576,2,135,74.3,1.8,18498
357,2, Focus,2018,1,16834,4,145,60.1,1.0,12690
358,0, 1 Series,2017,3,10571,0,30,65.7,2.0,17490
359,2, Fiesta,2019,1,6752,4,145,55.4,1.1,11975
360,2, Focus,2019,1,6682,4,145,48.7,1.0,17991
361,2, Kuga,2019,1,13987,4,150,39.2,1.5,17817
362,4, RAV4,2013,1,63808,0,165,49.6,2.2,9991
363,2, Focus,2014,1,36500,0,20,67.3,1.6,5995
364,2, Focus,2019,1,14184,4,145,45.6,1.5,18000
365,2, Fiesta,2013,1,32166,4,30,54.3,1.2,6412
366,1, I10,2019,1,5650,4,145,60.1,1.0,8491
367,2, B-MAX,2013,0,25000,4,160,44.1,1.6,6250
368,4, RAV4,2015,0,58974,0,265,42.2,2.2,13495
369,1, I20,2014,1,36818,4,30,57.6,1.2,5498
370,2, Fiesta,2018,0,23624,4,145,54.3,1.0,14999
371,3, A5,2015,1,81337,0,30,61.4,2.0,13249
372,0, 3 Series,2019,3,4327,0,145,53.3,3.0,26750
373,2, Focus,2018,1,13081,0,145,67.3,2.0,18987
374,3, A6,2017,3,28828,0,145,64.2,2.0,18995
375,3, A1,2017,1,23655,4,30,55.4,1.4,14495
376,2, Kuga,2019,0,11981,0,145,38.7,2.0,22620
377,3, Q2,2019,3,4304,0,145,47.9,1.6,22991
378,1, IX35,2013,1,78189,0,145,48.7,1.7,5998
379,3, Q3,2019,0,5007,0,145,48.7,2.0,30500
380,3, A1,2016,1,31000,4,0,67.3,1.0,12890
381,2, Fiesta,2012,1,95299,0,0,68.9,1.6,3690
382,4, Yaris,2017,0,25575,2,0,78.0,1.5,14500
383,0, 1 Series,2017,1,25975,4,145,53.3,1.5,13500
384,2, KA,2015,1,15155,4,30,57.7,1.2,4810
385,2, Fiesta,2011,1,47000,4,125,50.4,1.2,4800
386,4, Aygo,2018,1,9777,4,150,68.9,1.0,7995
387,0, 3 Series,2017,0,30000,0,145,51.4,3.0,20950
388,0, 3 Series,2014,1,65077,0,30,61.4,2.0,10990
389,4, Prius,2016,0,12056,2,0,85.6,1.8,19798
390,3, A6,2019,0,1850,0,145,47.9,2.0,29991
391,3, Q8,2019,3,9991,0,150,32.8,3.0,62950
392,4, Yaris,2016,1,18993,4,30,58.0,1.3,8698
393,1, I10,2017,1,39877,4,145,60.1,1.0,5789
394,2, B-MAX,2016,1,11586,4,145,47.1,1.4,8300
395,3, Q7,2020,0,6500,0,145,33.2,3.0,59750
396,2, Fiesta,2018,1,20120,4,145,64.2,1.1,8995
397,2, Kuga,2019,1,14539,4,145,40.4,1.5,14399
398,3, A3,2016,0,27809,4,200,40.9,2.0,20499
399,0, 1 Series,2008,1,59000,0,110,58.9,2.0,7475
400,4, Aygo,2018,1,3248,4,150,56.5,1.0,7995
401,0, 4 Series,2017,0,44558,0,145,50.4,3.0,19970
402,1, Tucson,2016,0,38340,0,240,43.5,2.0,16250
403,3, Q7,2019,3,4959,0,145,44.1,3.0,55490
404,1, Kona,2020,1,3500,4,150,44.1,1.0,14990
405,3, A3,2015,1,53372,4,20,60.1,1.4,11698
406,2, Fiesta,2014,1,27540,4,30,54.3,1.2,6899
407,2, Fiesta,2017,0,8629,4,145,54.3,1.0,12495
408,4, RAV4,2017,0,50808,2,135,57.6,2.5,16985
409,0, 4 Series,2018,3,34384,0,145,55.4,3.0,21895
410,0, 3 Series,2019,0,4869,0,145,50.4,2.0,31980
411,2, Fiesta,2017,0,19133,4,145,57.7,1.0,11000
412,0, 5 Series,2019,0,11537,0,145,62.8,2.0,31670
413,4, Yaris,2019,1,3456,4,145,47.9,1.5,13500
414,2, Fiesta,2017,1,24983,4,0,65.7,1.0,7699
415,1, Kona,2019,3,5000,4,145,37.7,1.6,21250
416,2, Focus,2018,1,17734,4,145,57.7,1.0,13997
417,2, Fiesta,2017,3,3925,4,0,57.7,1.0,12500
418,4, Yaris,2015,0,50714,2,0,78.0,1.5,9998
419,3, A3,2015,3,24120,0,20,70.6,1.6,15998
420,2, Fiesta,2019,1,879,4,145,58.9,1.0,13000
421,0, 3 Series,2019,3,7120,4,150,47.9,2.0,26500
422,3, A4,2017,1,21225,0,145,72.4,2.0,14800
423,0, X1,2016,0,32123,0,125,57.6,2.0,17410
424,0, 2 Series,2019,3,1000,4,145,40.9,1.5,22995
425,2, Focus,2018,1,11086,4,145,60.1,1.0,11795
426,4, Yaris,2017,0,18315,4,145,60.1,1.5,10990
427,2, Kuga,2014,1,50999,0,145,53.3,2.0,9999
428,0, 5 Series,2015,3,29719,0,20,68.9,2.0,13980
429,4, Yaris,2002,0,71788,4,165,42.2,1.3,1999
430,4, Yaris,2016,0,30338,2,0,86.0,1.5,12191
431,0, X2,2019,0,4773,0,145,58.9,2.0,28000
432,0, 1 Series,2016,1,56800,0,20,70.6,1.5,10795
433,2, Fiesta,2018,1,7250,4,145,65.7,1.0,12490
434,2, C-MAX,2017,1,41804,4,160,44.1,1.6,8699
435,2, Fiesta,2019,1,9284,4,150,55.4,1.1,11495
436,0, 2 Series,2020,3,10,0,150,47.1,2.0,26490
437,0, 5 Series,2016,0,53689,0,30,62.8,2.0,14499
438,1, I20,2018,1,17940,4,145,46.3,1.2,9299
