Unnamed: 0,배출량(kg)
1103,26961.363
1104,287.82913
1105,536.41125
1106,91263.79
1107,2346.9543
1108,6540.4526
1109,7529.775
1110,26723.025
1111,14778.789
1112,7046.791
1113,27052.137
1114,114382.29
1115,26867.057
1116,4471.92
1117,18470.398
1118,5318.8726
1119,8840.131
1120,50458.32
1121,26771.215
1122,35907.73
1123,12253.638
1124,454.23337
1125,438.86618
1126,17800.113
1127,7614.509
1128,19499.479
1129,7687.4224
1130,28740.053
1131,218.6567
1132,592.4994
1133,88800.29
1134,1532.8007
1135,5695.051
1136,7117.789
1137,24775.234
1138,13909.244
1139,5746.7417
1140,20056.607
1141,107570.195
1142,23565.85
1143,4315.614
1144,16859.977
1145,4619.654
1146,8143.0786
1147,27083.324
1148,34062.01
1149,10580.856
1150,43439.64
1151,428.81818
1152,393.88464
1153,17014.191
1154,6278.038
1155,16308.537
1156,6772.783
1157,17185.082
1158,302.4989
1159,478.2716
1160,78806.07
1161,2672.8296
1162,5817.8696
1163,6600.658
1164,23754.305
1165,12764.58
1166,6059.798
1167,28757.7
1168,97178.83
1169,22173.27
1170,4129.8203
1171,16363.959
1172,4859.8823
1173,6648.072
1174,40727.645
1175,10307.822
1176,31148.428
1177,22083.842
1178,314.8167
1179,274.7862
1180,15880.603
1181,6330.095
1182,15381.649
1183,6242.122
1184,28582.516
1185,174.86116
1186,518.11096
1187,88238.86
1188,1428.9607
1189,6396.9624
1190,7380.2046
1191,25291.549
1192,14429.587
1193,6458.614
1194,22096.318
1195,107792.47
1196,24665.43
1197,4562.7915
1198,18073.191
1199,5378.563
1200,8318.943
1201,23408.02
1202,34590.95
1203,43210.297
1204,11702.137
1205,389.86615
1206,376.3051
1207,18668.57
1208,6587.182
1209,16440.398
1210,6807.372
1211,11423.846
1212,240.3291
1213,554.9442
1214,89445.0
1215,4031.2192
1216,7470.1274
1217,6973.987
1218,31298.871
1219,17003.842
1220,7568.3555
1221,8723.502
1222,127330.195
1223,19059.754
1224,4830.9385
1225,20795.043
1226,10747.891
1227,11368.8545
1228,45455.176
1229,31746.982
1230,13866.014
1231,33471.43
1232,154.91548
1233,307.4789
1234,19242.863
1235,7799.3525
1236,22659.04
1237,3448.3745
1238,8434.1875
1239,175.80124
1240,575.158
1241,98566.58
1242,4467.197
1243,6514.973
1244,7822.8223
1245,28219.793
1246,14931.879
1247,6744.1035
1248,33016.664
1249,119562.414
1250,27114.277
1251,4530.889
1252,18752.043
1253,4964.5
1254,8515.386
1255,12952.753
1256,49989.113
1257,36819.598
1258,26166.15
1259,425.9944
1260,441.50616
1261,19318.975
1262,7378.44
1263,18227.918
1264,7955.0137
1265,37340.027
1266,183.26376
1267,555.45306
1268,86760.18
1269,1515.8862
1270,5425.5703
1271,6788.2466
1272,27379.182
1273,13520.73
1274,6099.767
1275,24911.32
1276,109470.3
1277,24026.273
1278,4105.2456
1279,17034.646
1280,5005.272
1281,7649.605
1282,24004.025
1283,34130.22
1284,11129.946
1285,42375.03
1286,451.08362
1287,300.2065
1288,17266.36
1289,6245.2476
1290,16123.056
1291,6894.9033
1292,27872.734
1293,161.44757
1294,556.87976
1295,90570.75
1296,2646.238
1297,6440.9307
1298,7542.8394
1299,25629.098
1300,14570.9
1301,6494.0034
1302,26960.682
1303,113400.28
1304,27125.018
1305,4284.631
1306,17490.986
1307,5381.7544
1308,8619.412
1309,11684.182
1310,26861.766
1311,35999.777
1312,52106.707
1313,372.51108
1314,461.19092
1315,17381.01
1316,7288.46
1317,18305.219
1318,7722.2036
1319,29107.986
1320,205.42584
1321,518.46234
1322,79001.15
1323,1673.4387
1324,5216.457
1325,6417.7593
1326,23530.93
1327,11175.623
1328,5692.714
1329,19629.34
1330,98689.164
1331,20708.865
1332,3940.459
1333,14982.457
1334,4695.867
1335,7001.013
1336,23298.014
1337,28879.865
1338,9707.201
1339,36635.785
1340,407.96036
1341,334.9287
1342,14415.351
1343,5460.4673
1344,14996.808
1345,6473.8354
1346,18901.1
1347,336.0727
1348,546.45325
1349,87609.48
1350,2789.632
1351,6036.2056
1352,7030.519
1353,25504.021
1354,13917.637
1355,6189.393
1356,28869.742
1357,105433.23
1358,25053.607
1359,4416.429
1360,17340.79
1361,5189.1313
1362,7766.279
1363,10768.545
1364,24471.748
1365,34188.297
1366,45286.87
1367,426.65775
1368,413.77408
1369,16248.565
1370,6845.6035
1371,17001.781
1372,6639.9004
1373,28269.053
1374,194.7155
1375,538.3557
1376,93600.83
1377,1633.917
1378,6519.263
1379,7661.8433
1380,25833.074
1381,14706.872
1382,6494.174
1383,23308.414
1384,113897.43
1385,26699.785
1386,4515.218
1387,18623.271
1388,5866.8496
1389,8376.045
1390,12114.8
1391,35975.65
1392,25082.172
1393,45534.34
1394,395.63736
1395,357.51715
1396,18138.523
1397,7303.2407
1398,16879.219
1399,7300.4883
1400,18823.531
1401,230.70297
1402,554.70294
1403,130529.52
1404,4180.848
1405,8237.921
1406,10078.08
1407,33541.715
1408,18988.781
1409,9283.424
1410,14670.854
1411,144062.0
1412,35931.734
1413,6161.4126
1414,24942.465
1415,10806.274
1416,12448.676
1417,55601.703
1418,49382.58
1419,33236.383
1420,13950.444
1421,434.5645
1422,429.16443
1423,22570.287
1424,8441.961
1425,25782.11
1426,9548.753
1427,15078.603
1428,196.1449
1429,579.9729
1430,97801.78
1431,4726.4287
1432,6623.7656
1433,8110.933
1434,28768.46
1435,14646.51
1436,6784.6416
1437,43787.68
1438,120112.01
1439,26404.281
1440,4221.6475
1441,18560.67
1442,5095.012
1443,8227.484
1444,36259.06
1445,13078.992
1446,26755.512
1447,50912.11
1448,426.92154
1449,406.86353
1450,18250.598
1451,7279.7876
1452,17474.498
1453,8152.586
1454,39615.984
1455,184.79475
1456,550.6127
1457,88832.664
1458,1699.6549
1459,6149.1416
1460,6878.3247
1461,27485.42
1462,13869.66
1463,6200.332
1464,25864.713
1465,111950.0
1466,25040.84
1467,4319.4316
1468,17111.662
1469,5095.309
1470,7779.711
1471,43822.586
1472,11671.325
1473,35381.223
1474,24599.744
1475,370.74768
1476,500.93463
1477,16237.245
1478,6587.952
1479,16667.0
1480,7116.7944
1481,29189.652
1482,298.52747
1483,547.06665
1484,87303.57
1485,2831.3574
1486,6011.378
1487,7512.3022
1488,25374.475
1489,14237.079
1490,6204.159
1491,27777.596
1492,110815.31
1493,26753.918
1494,4292.6753
1495,16740.932
1496,5483.398
1497,8354.063
1498,25826.055
1499,49777.656
1500,11391.454
1501,35441.07
1502,355.91196
1503,379.71442
1504,15381.56
1505,6698.94
1506,17412.637
1507,7714.8223
1508,29854.688
1509,152.53923
1510,480.12518
1511,87765.555
1512,1865.0449
1513,5976.585
1514,6869.3813
1515,25591.762
1516,13272.645
1517,6143.205
1518,21602.436
1519,106735.8
1520,23444.543
1521,4183.107
1522,17164.957
1523,5163.362
1524,7767.889
1525,32978.953
1526,42112.68
1527,10498.427
1528,26303.076
1529,359.0685
1530,421.23965
1531,15551.017
1532,6490.4487
1533,17757.701
1534,6963.3003
1535,19858.912
1536,181.28664
1537,530.94415
1538,81343.3
1539,2922.061
1540,5840.9673
1541,6695.6763
1542,25291.857
1543,13219.915
1544,5971.268
1545,27996.52
1546,101390.38
1547,22883.992
1548,3987.2268
1549,16181.573
1550,5256.018
1551,7162.1113
1552,9837.642
1553,42943.414
1554,22503.389
1555,31993.02
1556,397.1625
1557,338.23328
1558,15324.7295
1559,6609.1426
1560,15708.065
1561,6765.652
1562,28008.11
1563,247.97781
1564,502.21893
1565,90491.29
1566,1839.4451
1567,6651.693
1568,7697.6455
1569,26148.506
1570,14373.119
1571,6489.3057
1572,21729.45
1573,111051.74
1574,25905.078
1575,4396.101
1576,18354.143
1577,5526.3247
1578,7884.353
1579,35274.953
1580,24418.291
1581,11981.652
1582,44253.543
1583,345.37167
1584,433.15988
1585,17389.846
1586,6727.4097
1587,16683.559
1588,7376.466
1589,19243.117
1590,205.52243
1591,521.5028
1592,130951.9
1593,4248.053
1594,8153.803
1595,9396.146
1596,31746.16
1597,17389.443
1598,8494.023
1599,14156.268
1600,142314.25
1601,35468.71
1602,5790.726
1603,23851.656
1604,10578.099
1605,13160.264
1606,55138.91
1607,14044.704
1608,32722.77
1609,48789.438
1610,452.14883
1611,454.89194
1612,22395.719
1613,7979.663
1614,25087.814
1615,9294.048
1616,14910.045
1617,204.84698
1618,603.05646
1619,96374.82
1620,4448.988
1621,6428.3584
1622,7815.981
1623,27499.39
1624,14368.592
1625,6742.7637
1626,41388.332
1627,117235.18
1628,25985.951
1629,4350.7646
1630,18491.139
1631,5027.5527
1632,8020.8755
1633,36549.324
1634,12434.247
1635,25269.15
1636,49690.715
1637,396.5125
1638,463.82776
1639,17626.312
1640,7399.2476
1641,17923.688
1642,8155.184
1643,39026.906
1644,173.90599
1645,552.13684
1646,86554.09
1647,2015.2257
1648,6042.905
1649,7008.688
1650,26917.316
1651,13306.462
1652,5888.4766
1653,25868.926
1654,109834.96
1655,24619.848
1656,4076.1619
1657,16880.379
1658,5175.425
1659,7323.047
1660,34679.055
1661,43069.91
1662,10892.444
1663,24381.863
1664,331.6056
1665,434.24176
1666,14971.123
1667,6880.463
1668,16118.529
1669,7243.094
1670,27453.736
1671,153.14055
1672,546.2104
1673,82163.94
1674,2960.5903
1675,6031.1226
1676,7269.3306
1677,23889.82
1678,13931.37
1679,6255.998
1680,29415.955
1681,104475.516
1682,24772.865
1683,4029.3894
1684,17158.29
1685,5647.2134
1686,9264.5205
1687,48185.938
1688,24767.422
1689,11200.709
1690,33801.984
1691,331.44208
1692,341.04922
1693,17049.322
1694,6378.4277
1695,17347.135
1696,7004.734
1697,30085.006
1698,253.50877
1699,519.6074
1700,88791.73
1701,2064.142
1702,6489.357
1703,7255.134
1704,25909.297
1705,13818.686
1706,6717.549
1707,22241.191
1708,106951.5
1709,23782.328
1710,4232.6045
1711,17826.715
1712,5447.6333
1713,9188.961
1714,10252.697
1715,25961.684
1716,41985.016
1717,34313.5
1718,350.40833
1719,331.01062
1720,16766.012
1721,6700.8223
1722,18485.13
1723,6461.0747
1724,21863.814
1725,251.81871
1726,541.16003
1727,79437.38
1728,3202.2925
1729,6280.661
1730,7309.9937
1731,23189.174
1732,13401.1875
1733,6403.0356
1734,29953.758
1735,95767.92
1736,22521.836
1737,4054.373
1738,17163.008
1739,5423.5566
1740,8114.54
1741,43024.496
1742,31167.318
1743,22214.055
1744,10269.438
1745,318.08417
1746,360.16714
1747,16572.662
1748,6408.9316
1749,15894.903
1750,6379.7104
1751,28644.94
1752,294.77087
1753,550.8281
1754,86280.16
1755,1590.7499
1756,7314.938
1757,7588.389
1758,24243.098
1759,14574.32
1760,6601.7783
1761,23659.725
1762,104106.01
1763,25081.043
1764,4554.2046
1765,18712.37
1766,6284.4146
1767,9078.542
1768,23138.637
1769,41729.848
1770,11277.8
1771,33921.727
1772,361.2217
1773,355.9443
1774,17529.96
1775,6717.1177
1776,16933.4
1777,6786.0547
1778,19974.06
1779,204.17249
1780,587.8618
1781,128902.586
1782,3729.6804
1783,8608.714
1784,10221.805
1785,31401.043
1786,18232.055
1787,9664.377
1788,11982.817
1789,139860.77
1790,36898.145
1791,5550.5015
1792,22911.816
1793,12492.107
1794,13521.44
1795,54132.176
1796,14635.608
1797,49305.945
1798,32162.115
1799,380.1687
1800,414.7852
1801,22871.525
1802,7946.2593
1803,26016.62
1804,8374.395
1805,15087.791
1806,108.11192
1807,621.78784
1808,96295.54
1809,4619.786
1810,7041.7974
1811,8279.57
1812,26907.51
1813,14987.874
1814,7270.9033
1815,44390.176
1816,115173.555
1817,25725.957
1818,4510.663
1819,18852.852
1820,5284.6416
1821,9111.917
1822,49167.562
1823,25061.994
1824,36357.523
1825,12691.406
1826,360.26837
1827,365.7164
1828,19334.363
1829,7184.256
1830,18192.52
1831,7685.111
1832,39994.566
1833,229.46822
