ID,TARGET
264,1.1227863
265,1.11969
266,1.1239523
267,1.119847
268,1.1244323
269,1.1200249
270,1.1240308
271,1.1203763
272,1.1240523
273,1.1379747
274,1.156441
275,1.1328862
276,1.1524851
277,1.1287842
278,1.1511295
279,1.1242125
280,1.1514804
281,1.1230216
282,1.1520026
283,1.1222303
284,1.1518259
285,1.1217055
286,1.1484354
287,1.1777852
288,24.584154
289,64.82566
290,64.82569
291,64.82569
292,64.82569
293,64.82569
294,64.82569
295,64.82569
296,64.82569
297,64.82569
298,64.82569
299,64.82569
300,64.82569
301,64.82569
302,48.013035
303,48.013012
304,24.580254
305,13.823433
306,1.2122185
307,1.1191223
308,1.1212772
309,1.1191099
310,1.1203907
311,1.1192324
312,1.1198349
313,1.1194284
314,1.1195816
315,1.1196666
316,1.1191173
317,1.1194844
318,1.1191335
319,1.1194688
320,1.1190842
321,1.1210613
322,1.1213617
323,1.1202221
324,1.1203787
325,1.1199608
326,1.1197572
327,1.119334
328,1.119396
329,1.1191192
330,1.1191823
331,1.1190277
332,1.1190374
333,1.1189696
334,1.1189501
335,1.11981
336,8.527834
337,10.350544
338,21.947388
339,27.947521
340,35.86144
341,33.078274
342,18.131779
343,13.509376
344,42.25446
345,64.83129
346,48.01302
347,60.882053
348,48.013012
349,57.159283
350,24.935715
351,48.013012
352,24.580338
353,13.823434
354,1.1995274
355,1.1188921
356,1.1194595
357,1.1187826
358,1.1187558
359,1.1186982
360,1.1186223
361,1.1190546
362,1.1186762
363,1.1190798
364,1.1187041
365,1.1192932
366,1.1189013
367,1.1195701
368,1.1190941
369,1.150767
370,1.1513503
371,1.1433067
372,1.1428884
373,1.1399881
374,1.1385334
375,1.1380055
376,1.1368239
377,1.130369
378,1.128909
379,1.1282312
380,1.1269225
381,1.1275182
382,1.1248257
383,1.1236022
384,13.823433
385,24.580284
386,24.580294
387,48.013012
388,48.013012
389,64.82569
390,64.82569
391,64.82569
392,64.82569
393,64.82569
394,64.82569
395,64.82569
396,64.82569
397,64.82569
398,64.82569
399,64.82569
400,48.013012
401,24.580284
402,13.823433
403,1.119942
404,1.1326759
405,1.119901
406,1.1304016
407,1.1202215
408,1.1267409
409,1.1208203
410,1.1274887
411,1.121635
412,1.1274045
413,1.1221883
414,1.1285127
415,1.1227729
416,1.1294007
417,1.1752658
418,1.2037336
419,1.1577364
420,1.1939952
421,1.1486831
422,1.1847613
423,1.1408212
424,1.1773906
425,1.1348052
426,1.1845003
427,1.132235
428,1.179398
429,1.1293954
430,1.187929
431,1.1267447
432,13.85484
433,48.010487
434,48.013012
435,64.825676
436,64.82569
437,64.82569
438,64.82569
439,64.82569
440,64.82569
441,64.82569
442,64.82569
443,64.82569
444,67.2813
445,25.20448
446,23.469746
447,15.516013
448,9.932634
449,2.7974293
450,1.2042153
451,1.1220224
452,1.1663799
453,1.1214461
454,1.1538596
455,1.1227021
456,1.1537116
457,1.1244771
458,1.1549025
459,1.1276947
460,1.1654756
461,1.1318737
462,1.1753368
463,1.1360015
464,1.1830537
465,1.196841
466,1.3244638
467,1.1847827
468,1.3006372
469,1.1684115
470,1.2694476
471,1.1548924
472,1.2450427
473,1.145367
474,1.2287326
475,1.1389804
476,1.2168148
477,1.1332881
478,1.2144423
479,1.1303681
480,13.823433
481,24.579811
482,36.386936
483,60.882523
484,60.88276
485,67.870186
486,67.06056
487,67.95137
488,67.869156
489,64.82569
490,64.82569
491,64.82569
492,64.82569
493,64.82569
494,64.82569
495,64.82569
496,48.013012
497,47.82182
498,1.2311926
499,1.12098
500,1.1706514
501,1.1214225
502,1.1608522
503,1.1211045
504,1.1477277
505,1.1211617
506,1.1474121
507,1.1214375
508,1.1458855
509,1.1213832
510,1.1357398
511,1.1218057
512,1.1275114
513,1.132824
514,1.1474767
515,1.1278307
516,1.135387
517,1.1242249
518,1.1295714
519,1.123162
520,1.1249976
521,1.1212379
522,1.1222327
523,1.1200433
524,1.1201799
525,1.1194723
526,1.1195991
527,1.1191025
528,1.1202047
529,1.1203496
530,1.1592681
531,1.13139
532,1.2533618
533,3.63359
534,9.903463
535,16.648312
536,16.986929
537,15.262033
538,17.219566
539,9.936219
540,16.375427
541,12.018545
542,9.90773
543,4.8901997
544,1.4700141
545,1.1219606
546,1.1194621
547,1.1187949
548,1.1189611
549,1.1189363
550,1.1189394
551,1.1189444
552,1.1188881
553,1.1189643
554,1.1188412
555,1.1189097
556,1.1188143
557,1.1189318
558,1.1187963
559,1.1189239
560,1.1187499
561,1.1295533
562,1.1285216
563,1.1234773
564,1.1228604
565,1.1218748
566,1.1215113
567,1.1198914
568,1.1197898
569,1.119384
570,1.1193068
571,1.1190863
572,1.1190354
573,1.1189226
574,1.1188862
575,1.118896
576,13.823433
577,24.579306
578,24.580284
579,48.013012
580,48.013012
581,48.013012
582,48.013012
583,64.79995
584,48.013012
585,64.82569
586,48.014362
587,57.184498
588,24.704716
589,47.815357
590,24.580282
591,24.579422
592,13.823433
593,13.823433
594,1.1191695
595,1.118709
596,1.1187423
597,1.1186917
598,1.1186538
599,1.11868
600,1.1186578
601,1.1186917
602,1.1186564
603,1.1187068
604,1.1186182
605,1.118671
606,1.1186186
607,1.1186814
608,1.1186217
609,1.1204327
610,1.1209714
611,1.1203771
612,1.1199102
613,1.119607
614,1.119487
615,1.119288
616,1.1192204
617,1.1190878
618,1.1190519
619,1.1189537
620,1.1189344
621,1.1188662
622,1.1188494
623,1.1188363
624,13.823433
625,16.91957
626,24.580284
627,48.012344
628,48.013012
629,48.013073
630,56.568874
631,60.88276
632,51.862072
633,55.67355
634,35.081192
635,47.006283
636,24.395828
637,3.3028395
638,1.7412465
639,1.2396655
640,1.2104452
641,1.1197506
642,1.1301203
643,1.1189578
644,1.1225593
645,1.1189245
646,1.1203015
647,1.1189511
648,1.1204195
649,1.1190981
650,1.1196315
651,1.1191187
652,1.1199559
653,1.1192609
654,1.1201825
655,1.1194078
656,1.1203353
657,1.1214588
658,1.1277249
659,1.1207612
660,1.127549
661,1.1205645
662,1.12431
663,1.1197453
664,1.1249475
665,1.1194898
666,1.125893
667,1.1193736
668,1.1272355
669,1.1193255
670,1.1286426
671,1.1192288
672,13.823433
673,25.73724
674,48.013012
675,52.364643
676,56.6208
677,64.82569
678,64.82569
679,64.82569
680,64.82569
681,64.82569
682,59.770927
683,58.20797
684,64.82569
685,64.82569
686,64.8256
687,48.013065
688,24.58585
689,13.823433
690,1.1212609
691,1.1188146
692,1.1193832
693,1.1187657
694,1.1189557
695,1.1187298
696,1.1187494
697,1.1187046
698,1.1186552
699,1.1186919
700,1.1186671
701,1.1187205
702,1.1186285
703,1.118706
704,1.118637
705,1.1242802
706,1.1236784
707,1.1223667
708,1.1220119
709,1.121057
710,1.1208712
711,1.1202302
712,1.1201696
713,1.1195154
714,1.1200106
715,1.1192732
716,1.1199028
717,1.1191547
718,1.1200907
719,1.1191111
720,13.823433
721,24.580284
722,48.013012
723,64.82569
724,64.82569
725,64.82569
726,64.82569
727,64.82569
728,64.82569
729,64.82569
730,64.82569
731,64.82569
732,67.05337
733,64.82569
734,64.82569
735,64.82569
736,48.013035
737,24.775883
738,1.1574712
739,1.1196847
740,1.1597196
741,1.1197116
742,1.1402427
743,1.1196681
744,1.1349801
745,1.1199362
746,1.1278877
747,1.1198778
748,1.129745
749,1.1200452
750,1.130928
751,1.1203473
752,1.1295056
753,1.1262009
754,1.1605496
755,1.1242018
756,1.1615319
757,1.1227229
758,1.1598744
759,1.1223207
760,1.1677277
761,1.1211667
762,1.1666322
763,1.1208327
764,1.1636288
765,1.1205472
766,1.1606175
767,1.1203244
768,8.252867
769,14.27629
770,22.091019
771,36.266056
772,32.86191
773,35.45048
774,35.073902
775,49.241337
776,67.86895
777,64.82569
778,64.82569
779,64.82569
780,64.82569
781,65.259514
782,48.01399
783,47.98786
784,13.8550415
785,13.823433
786,1.1778519
787,1.1197393
788,1.1621311
789,1.1196551
790,1.1437287
791,1.1194875
792,1.131521
793,1.119333
794,1.1291671
795,1.1195724
796,1.1249928
797,1.1195067
798,1.1259038
799,1.1197238
800,1.1265671
801,1.1228182
802,1.1483221
803,1.1228166
804,1.1385766
805,1.121317
806,1.1385163
807,1.1212416
808,1.1311376
809,1.1204582
810,1.1309593
811,1.1203122
812,1.1302593
813,1.1202356
814,1.1292465
815,1.1204865
816,24.580284
817,48.013035
818,64.72788
819,64.82569
820,64.82569
821,64.82569
822,64.82569
823,64.82569
824,64.82569
825,64.82569
826,67.86986
827,64.82569
828,67.05969
829,64.82569
830,64.82569
831,64.82569
832,48.013012
833,24.254246
834,1.1725154
835,1.1201246
836,1.1538792
837,1.1197708
838,1.1334832
839,1.1197007
840,1.1327022
841,1.1199312
842,1.1273791
843,1.1196914
844,1.1275339
845,1.1197731
846,1.127491
847,1.1197641
848,1.1282567
849,1.1247356
850,1.1389933
851,1.1252913
852,1.1269519
853,1.1243398
854,1.1252682
855,1.1225603
856,1.1218863
857,1.1208633
858,1.1204531
859,1.1202226
860,1.1198916
861,1.1199243
862,1.1199309
863,1.1197889
864,1.1806308
865,4.9208717
866,8.210136
867,15.758541
868,15.672611
869,17.262253
870,17.26475
871,25.202635
872,43.40122
873,51.89631
874,43.03239
875,51.476883
876,36.676353
877,36.60068
878,48.08392
879,48.282536
880,47.943092
881,13.906942
882,1.1228495
883,1.1195669
884,1.1214635
885,1.1195768
886,1.1200659
887,1.1197908
888,1.1197596
889,1.1198773
890,1.1194408
891,1.1200056
892,1.119277
893,1.12016
894,1.1192154
895,1.1203173
896,1.1191933
897,1.1439807
898,1.141815
899,1.136927
900,1.1349776
901,1.1309714
902,1.1295688
903,1.1266779
904,1.1258842
905,1.1239007
906,1.125287
907,1.1227698
908,1.1242537
909,1.1211126
910,1.1243637
911,1.1205468
912,13.823433
913,48.01285
914,48.013012
915,64.82569
916,64.82569
917,64.82569
918,64.82569
919,67.86985
920,64.82569
921,64.82569
922,64.82569
923,64.82569
924,64.82569
925,64.82569
926,48.013012
927,24.580284
928,13.823433
929,13.823433
930,1.125013
931,1.1195022
932,1.1213558
933,1.1192771
934,1.1207504
935,1.1195579
936,1.1221654
937,1.1195633
938,1.1221457
939,1.1199446
940,1.1253333
941,1.1200718
942,1.123565
943,1.120167
944,1.1218299
945,1.154748
946,1.1594076
947,1.1466115
948,1.1507256
949,1.1392354
950,1.1497185
951,1.1352096
952,1.1414138
953,1.1307337
954,1.1325237
955,1.1253233
956,1.127958
957,1.1235859
958,1.1270314
959,1.1222131
960,13.823433
961,24.580559
962,48.013012
963,64.82569
964,64.82569
965,64.82569
966,64.82569
967,64.82569
968,64.82569
969,64.82569
970,64.82569
971,64.82569
972,64.82569
973,64.82569
974,64.82569
975,64.82566
976,48.013012
977,24.580284
978,1.1522833
979,1.1202385
980,1.1354834
981,1.1198013
982,1.1271919
983,1.1200027
984,1.1227899
985,1.1196605
986,1.121742
987,1.1195495
988,1.1208427
989,1.1194534
990,1.1200918
991,1.1194493
992,1.1197119
993,1.1324232
994,1.1339155
995,1.1276717
996,1.1289706
997,1.124486
998,1.1256464
999,1.1223886
1000,1.1233382
1001,1.1210337
1002,1.1217164
1003,1.120173
1004,1.1206039
1005,1.1196452
1006,1.1199143
1007,1.119144
1008,13.823433
1009,24.580284
1010,24.580608
1011,48.013012
1012,48.013012
1013,64.82569
1014,64.82569
1015,64.82569
1016,53.65939
1017,25.20421
1018,46.21401
1019,64.82569
1020,43.401356
1021,43.401382
1022,22.239712
1023,21.945898
1024,13.823433
1025,13.823433
1026,1.1366444
1027,1.1195554
1028,1.1256423
1029,1.1191902
1030,1.1202376
1031,1.1189619
1032,1.1192342
1033,1.1190331
1034,1.1192852
1035,1.1191125
1036,1.1192694
1037,1.1192989
1038,1.11928
1039,1.1194156
1040,1.1192431
1041,1.1359699
1042,1.1347157
1043,1.1298816
1044,1.1289285
1045,1.1257242
1046,1.1249988
1047,1.1230004
1048,1.1232693
1049,1.1217709
1050,1.121367
1051,1.1205211
1052,1.1202332
1053,1.1197882
1054,1.119623
1055,1.1191902
1056,13.823433
1057,24.568722
1058,24.580288
1059,48.013012
1060,48.013012
1061,64.82569
1062,64.82569
1063,64.82569
1064,64.82569
1065,64.82569
1066,64.82569
1067,64.82569
1068,64.82569
1069,64.82569
1070,64.82569
1071,62.391483
1072,48.012966
1073,24.580284
1074,1.146965
1075,1.119695
1076,1.1311628
1077,1.1194247
1078,1.1210877
1079,1.1193838
1080,1.1208754
1081,1.1195735
1082,1.1207685
1083,1.1197951
1084,1.1197169
1085,1.1194798
1086,1.1195207
1087,1.1194218
1088,1.1192768
1089,1.1289625
1090,1.1290815
1091,1.1255081
1092,1.1254827
1093,1.1236634
1094,1.1250899
1095,1.1209869
1096,1.1237345
1097,1.1208189
1098,1.121295
1099,1.1198878
1100,1.1209137
1101,1.1195904
1102,1.1206985
1103,1.1193955
1104,13.823433
1105,24.568256
1106,25.046318
1107,48.013012
1108,48.013012
1109,48.013016
1110,48.013012
1111,64.82569
1112,64.82567
1113,64.82569
1114,57.184547
1115,64.82569
1116,57.184505
1117,57.311573
1118,36.347744
1119,24.580252
1120,13.823433
1121,13.823433
1122,1.1272578
1123,1.1196127
1124,1.1202588
1125,1.1195989
1126,1.1197201
1127,1.1197362
1128,1.1193959
1129,1.1197116
1130,1.119178
1131,1.1196489
1132,1.1190779
1133,1.1199194
1134,1.1189792
1135,1.1196891
1136,1.1189072
1137,1.1291716
1138,1.13171
1139,1.1354129
1140,1.1453683
1141,1.1379256
1142,1.1456524
1143,1.136285
1144,1.1466246
1145,1.1417106
1146,1.1520525
1147,1.1467037
1148,1.1553528
1149,1.1512984
1150,1.153508
1151,1.1465355
1152,24.580284
1153,48.013012
1154,48.026234
1155,64.82569
1156,64.82569
1157,64.82569
1158,64.82569
1159,64.82569
1160,64.82569
1161,64.82569
1162,57.18449
1163,58.135933
1164,48.013058
1165,48.06061
1166,48.013012
1167,48.013012
1168,24.579952
1169,13.823433
1170,1.1336992
1171,1.1213653
1172,1.1276791
1173,1.12097
1174,1.1258342
1175,1.120174
1176,1.1225517
1177,1.1203818
1178,1.1220841
1179,1.1201036
1180,1.1204613
1181,1.1202829
1182,1.1221157
1183,1.1210256
1184,1.1222967
1185,1.1824746
1186,1.1967167
1187,1.1751837
1188,1.1885741
1189,1.1668425
1190,1.1793872
1191,1.1687319
1192,1.1789443
1193,1.1589477
1194,1.1625373
1195,1.1530089
1196,1.1568007
1197,1.1471038
1198,1.1575665
1199,1.1389937
1200,24.580284
1201,64.82554
1202,64.82569
1203,64.82569
1204,64.82569
1205,64.82569
1206,64.82569
1207,64.82569
1208,64.82569
1209,64.82569
1210,64.82569
1211,64.82569
1212,64.82569
1213,64.82569
1214,64.82569
1215,64.82569
1216,48.013012
1217,24.583324
1218,1.1429547
1219,1.121121
1220,1.1430922
1221,1.1206439
1222,1.134718
1223,1.1202335
1224,1.1274681
1225,1.1203501
1226,1.1263022
1227,1.1199197
1228,1.1226516
1229,1.1199605
1230,1.122579
1231,1.120126
1232,1.1220801
1233,1.1772041
1234,1.1878402
1235,1.1653404
1236,1.167875
1237,1.1548066
1238,1.1564991
1239,1.1450379
1240,1.1466784
1241,1.1375585
1242,1.1387061
1243,1.1321362
1244,1.1330471
1245,1.1277828
1246,1.1289332
1247,1.1250539
1248,1.8538518
1249,48.012943
1250,48.013012
1251,64.82569
1252,64.82569
1253,64.82569
1254,64.82569
1255,64.87878
1256,64.852585
1257,64.82569
1258,64.82569
1259,64.82569
1260,64.82569
1261,64.82569
1262,64.82569
1263,64.82569
1264,64.82569
1265,48.013012
1266,1.1717043
1267,1.1276816
1268,1.1456866
1269,1.1261071
1270,1.1340592
1271,1.1257708
1272,1.1304431
1273,1.1233191
1274,1.1241039
1275,1.1227002
1276,1.1228848
1277,1.1209079
1278,1.1203024
1279,1.120529
1280,1.1201522
1281,1.1925415
1282,1.1936231
1283,1.1886492
1284,1.1900051
1285,1.1838158
1286,1.1854591
1287,1.1824536
1288,1.1815858
1289,1.1766082
1290,1.1764114
1291,1.1718221
1292,1.1709981
1293,1.165087
1294,1.169888
1295,1.1598061
1296,2.201243
1297,48.013012
1298,48.01302
1299,64.82569
1300,64.82569
1301,43.392223
1302,25.81308
1303,25.19971
1304,17.18945
1305,14.018786
1306,17.257938
1307,15.34771
1308,16.858036
1309,13.980653
1310,10.046717
1311,6.676716
1312,2.2447236
1313,1.1343994
1314,1.1212268
1315,1.1200733
1316,1.1205748
1317,1.1202884
1318,1.1196754
1319,1.1202183
1320,1.119283
1321,1.1201783
1322,1.1195692
1323,1.1210372
1324,1.1195309
1325,1.1213849
1326,1.1196194
1327,1.1217363
1328,1.1198711
1329,1.1507263
1330,1.1504359
1331,1.1449075
1332,1.1464963
1333,1.1405718
1334,1.150053
1335,1.1397178
1336,1.1476927
1337,1.1361827
1338,1.1468792
1339,1.1326557
1340,1.1450595
1341,1.1296569
1342,1.1419601
1343,1.1282408
1344,1.6544235
1345,13.823433
1346,13.823436
1347,36.369595
1348,36.395557
1349,60.618404
1350,56.672626
1351,60.031616
1352,64.83446
1353,64.82569
1354,64.82569
1355,67.86135
1356,64.82569
1357,64.82569
1358,64.82569
1359,64.82569
1360,48.013012
1361,24.580284
1362,1.1411023
1363,1.1227765
1364,1.1363602
1365,1.1231165
1366,1.1382884
1367,1.1236733
1368,1.13639
1369,1.1251991
1370,1.1456708
1371,1.1261463
1372,1.1528249
1373,1.1268952
1374,1.1572349
1375,1.1270239
1376,1.1580268
1377,1.1627574
1378,1.2369831
1379,1.1593225
1380,1.225584
1381,1.1463983
1382,1.2080443
1383,1.1410918
1384,1.1953909
1385,1.1360277
1386,1.1876308
1387,1.1325399
1388,1.1841009
1389,1.130736
1390,1.1859423
1391,1.128279
1392,3.1619244
1393,64.82569
1394,64.82569
1395,64.82569
1396,64.82569
1397,64.82569
1398,64.82569
1399,64.82569
1400,64.82569
1401,64.82569
1402,64.82569
1403,64.82569
1404,64.82569
1405,64.82569
1406,64.82569
1407,64.82569
1408,48.013012
1409,48.013012
1410,1.1671363
1411,1.1222515
1412,1.1668028
1413,1.1222932
1414,1.1661108
1415,1.1220373
1416,1.1548482
1417,1.1225795
1418,1.147068
1419,1.1235533
1420,1.155446
1421,1.1241585
1422,1.1615332
1423,1.1247255
1424,1.1650255
1425,1.1656526
1426,1.2504427
1427,1.1557393
1428,1.2379115
1429,1.147221
1430,1.2274485
1431,1.1409422
1432,1.2195854
1433,1.136409
1434,1.2152675
1435,1.1333473
1436,1.2126338
1437,1.1342486
1438,1.2127192
1439,1.1320248
1440,5.081314
1441,64.82569
1442,64.82569
1443,64.82569
1444,64.82569
1445,64.82569
1446,64.82569
1447,64.82569
1448,64.82569
1449,64.82569
1450,64.82569
1451,64.82569
1452,64.82569
1453,64.82569
1454,64.82569
1455,64.82569
1456,48.025043
1457,64.81066
1458,1.1954539
1459,1.1232946
1460,1.185049
1461,1.1247331
1462,1.1750643
1463,1.125633
1464,1.1662081
1465,1.1282921
1466,1.1747129
1467,1.1293932
1468,1.1812215
1469,1.1300278
1470,1.1856666
1471,1.1308513
1472,1.1880163
1473,1.176986
1474,1.2860088
1475,1.163766
1476,1.2655743
1477,1.1526875
1478,1.2488071
1479,1.1443987
1480,1.2366095
1481,1.1390579
1482,1.228895
1483,1.1359732
1484,1.223505
1485,1.1341176
1486,1.2265223
1487,1.1356184
1488,48.01259
1489,64.82569
1490,64.82569
1491,64.82569
1492,64.82569
1493,64.82569
1494,64.82569
1495,64.82569
1496,64.82569
1497,64.82569
1498,64.82569
1499,64.82569
1500,64.82569
1501,64.82569
1502,64.82569
1503,64.70409
1504,48.013004
1505,24.58028
1506,1.1427203
1507,1.120453
1508,1.1432545
1509,1.1200429
1510,1.1433958
1511,1.1201552
1512,1.1452832
1513,1.1203434
1514,1.1452676
1515,1.1201761
1516,1.1372199
1517,1.1202792
1518,1.1375737
1519,1.120546
1520,1.1365106
1521,1.1439664
1522,1.1890243
1523,1.1372347
1524,1.1772547
1525,1.1319325
1526,1.16702
1527,1.128057
1528,1.1578393
1529,1.1253749
1530,1.1501946
1531,1.1234779
1532,1.1434456
1533,1.122201
1534,1.1463228
1535,1.1213402
1536,1.6321266
1537,24.580305
1538,48.013012
1539,64.82569
1540,64.82569
1541,64.82569
1542,64.82569
1543,64.82569
1544,64.82569
1545,64.82569
1546,64.82569
1547,64.82569
1548,64.82569
1549,64.82569
1550,48.013035
1551,48.013012
1552,24.580284
1553,13.925497
1554,1.1275783
1555,1.1194472
1556,1.1215087
1557,1.1194481
1558,1.1214914
1559,1.1199467
1560,1.1224223
1561,1.1209804
1562,1.1259279
1563,1.1226492
1564,1.1341069
1565,1.1248878
1566,1.146374
1567,1.1271958
1568,1.1560552
1569,1.1591405
1570,1.2293204
1571,1.1482599
1572,1.2286197
1573,1.1421826
1574,1.2186636
1575,1.1372387
1576,1.2058094
1577,1.1296065
1578,1.1889672
1579,1.125561
1580,1.1800816
1581,1.1236339
1582,1.1756363
1583,1.1225113
1584,1.2270734
1585,4.902334
1586,11.591301
1587,21.443144
1588,22.514486
1589,37.498505
1590,25.679142
1591,49.89651
1592,66.2721
1593,67.707695
1594,66.27211
1595,67.059685
1596,64.82569
1597,64.82569
1598,64.82569
1599,64.82569
1600,48.013012
1601,24.540646
1602,1.1293864
1603,1.1203282
1604,1.1285911
1605,1.1197001
1606,1.1235479
1607,1.1194834
1608,1.122464
1609,1.1193175
1610,1.1207151
1611,1.1193454
1612,1.1198077
1613,1.1192725
1614,1.1189667
1615,1.1191127
1616,1.1187377
1617,1.1482011
1618,1.1452851
1619,1.137598
1620,1.13556
1621,1.1322312
1622,1.1303579
1623,1.1302464
1624,1.1285851
1625,1.1261411
1626,1.1249969
1627,1.1234008
1628,1.122688
1629,1.1217458
1630,1.1212821
1631,1.1207652
1632,1.1544298
1633,13.823433
1634,13.823433
1635,24.580284
1636,24.580284
1637,27.598501
1638,24.580288
1639,48.013012
1640,47.624523
1641,36.39304
1642,48.013012
1643,48.013012
1644,17.227734
1645,13.903366
1646,9.9802065
1647,7.404645
1648,48.013004
1649,24.580284
1650,1.1231009
1651,1.1203921
1652,1.1224564
1653,1.1200736
1654,1.1209915
1655,1.1200974
1656,1.1211895
1657,1.1208178
1658,1.121381
1659,1.1216614
1660,1.1221762
1661,1.122753
1662,1.122901
1663,1.1245105
1664,1.1271604
1665,1.1955781
1666,1.218475
1667,1.1809075
1668,1.2063425
1669,1.1707014
1670,1.1974282
1671,1.153413
1672,1.1873337
1673,1.1411502
1674,1.1724937
1675,1.1380582
1676,1.1788927
1677,1.1392672
1678,1.1782596
1679,1.135982
1680,24.512234
1681,64.82569
1682,64.82569
1683,64.82569
1684,64.82569
1685,64.82569
1686,64.82569
1687,64.82569
1688,64.82569
1689,64.82569
1690,64.82569
1691,64.82569
1692,64.82569
1693,64.82569
1694,64.82569
1695,64.50119
1696,48.013012
1697,24.580284
1698,1.1358441
1699,1.1214314
1700,1.143359
1701,1.1226346
1702,1.1432021
1703,1.1238415
1704,1.1429052
1705,1.1242851
1706,1.1442672
1707,1.1240745
1708,1.1454713
1709,1.1239997
1710,1.1470942
1711,1.1238542
1712,1.1482822
1713,1.1482342
1714,1.2118467
1715,1.135184
1716,1.1982713
1717,1.1299129
1718,1.1958785
1719,1.1269364
1720,1.1962299
1721,1.1249051
1722,1.1948423
1723,1.1232924
1724,1.1909761
1725,1.1224203
1726,1.1901605
1727,1.12262
1728,1.2299125
1729,4.7902164
1730,12.214848
1731,15.985344
1732,15.678101
1733,24.44017
1734,29.264343
1735,52.91799
1736,60.82241
1737,64.24508
1738,48.013012
1739,48.032192
1740,48.013012
1741,48.114597
1742,48.013012
1743,48.013012
1744,24.580284
1745,13.823687
1746,1.1251764
1747,1.1196676
1748,1.1227701
1749,1.1193316
